,dates,desktop,mobile,both,total_users
1427,2019-08-03,6200,3300,0,24
1428,2021-09-22,1300,5200,0,16
1429,2012-09-12,8300,4900,0,23
1430,2015-10-28,7500,5800,0,24
1431,2018-12-25,3500,4700,0,17
1432,2012-04-07,6200,6200,0,27
1433,2015-08-19,4900,7300,0,22
1434,2012-05-30,2700,5300,1100,15
1435,2013-11-19,6400,6500,0,20
1436,2020-06-04,5500,4400,1400,20
1437,2019-08-16,6100,4700,2500,19
1438,2019-10-22,4200,4700,0,21
1439,2022-02-13,5700,1800,0,16
1440,2013-10-24,4300,6000,1000,21
1441,2019-03-17,7300,3000,0,24
1442,2015-03-10,4200,7500,0,23
1443,2013-06-07,3800,4600,0,18
1444,2018-12-01,5800,5500,1500,21
1445,2016-05-10,4900,8000,1300,20
1446,2011-07-11,6700,6500,1600,23
1447,2011-07-23,5500,9300,0,27
1448,2021-04-24,4700,5600,400,24
1449,2021-06-15,3100,4600,0,17
1450,2012-09-07,2000,6300,0,17
1451,2013-05-04,3900,2200,0,15
1452,2017-04-12,7200,4600,0,23
1453,2010-10-03,5500,8400,1200,22
1454,2019-11-14,6200,7200,700,24
1455,2013-01-12,8100,5800,0,30
1456,2022-07-22,5600,8500,1500,25
1457,2019-03-30,6200,2400,700,23
1458,2011-05-29,6200,4600,0,23
1459,2015-09-07,9300,3700,0,24
1460,2019-09-29,4400,4900,0,17
1461,2015-07-30,9900,6700,2200,30
1462,2016-04-14,6400,3100,0,18
1463,2013-04-27,4000,4300,0,21
1464,2019-03-01,3400,6400,900,19
1465,2010-01-30,5600,7100,900,24
1466,2022-12-26,4300,3700,1100,18
1467,2012-05-22,4000,4800,1500,18
1468,2017-12-19,6600,4000,0,22
1469,2021-02-02,7900,2000,800,21
1470,2011-03-16,6200,6000,0,23
1471,2013-04-23,4800,2500,0,13
1472,2022-02-05,8400,8900,0,29
1473,2022-11-09,2800,5200,0,16
1474,2016-12-03,6700,3700,0,18
1475,2016-07-23,4400,7400,0,22
1476,2020-11-24,6300,3000,800,18
1477,2012-12-06,1800,6200,0,16
1478,2021-02-17,4600,6400,1000,21
1479,2016-12-27,6300,5900,0,23
1480,2016-04-21,4900,5300,0,21
1481,2011-09-30,5000,4100,0,15
1482,2022-02-19,5300,4000,1000,20
1483,2011-12-21,4300,5200,0,19
1484,2021-06-17,5800,5200,0,25
1485,2020-06-02,5200,5600,0,20
1486,2011-02-12,7300,4100,0,19
1487,2021-05-09,4900,6200,1000,22
1488,2017-11-10,3400,8400,0,25
1489,2021-06-20,8000,9400,1400,27
1490,2015-06-21,2500,7900,0,20
1491,2022-05-05,2300,5400,0,15
1492,2015-11-02,3800,8700,700,23
1493,2016-03-03,5900,5700,1200,21
1494,2015-04-24,5900,6500,0,25
1495,2020-09-14,2100,5900,900,18
1496,2010-08-06,2900,8300,400,23
1497,2022-12-24,4700,6300,0,16
1498,2018-10-14,7600,4800,0,19
1499,2017-03-17,2200,6200,1000,15
1500,2017-10-14,5100,4700,0,20
1501,2020-06-05,5300,6000,0,20
1502,2016-03-21,6700,3300,1100,20
1503,2011-11-23,6100,5600,1200,21
1504,2022-04-12,6700,4800,0,24
1505,2021-08-04,8100,5700,0,22
1506,2020-06-03,5400,4100,1100,19
1507,2015-03-06,2300,2400,0,10
1508,2015-03-14,3200,6800,1400,17
1509,2018-09-24,5000,2600,0,17
1510,2012-04-29,5300,3000,900,19
1511,2018-12-22,4600,6100,1800,20
1512,2021-05-26,6600,4700,400,25
1513,2020-03-08,5000,3000,700,17
1514,2013-09-08,4200,2000,0,14
1515,2010-04-14,2900,4800,0,14
1516,2011-10-10,2000,6000,0,22
1517,2014-01-26,4800,5200,0,17
1518,2011-04-02,7200,3900,1300,18
1519,2013-06-02,6900,8000,1000,25
1520,2017-10-17,7500,7200,1400,27
1521,2011-03-03,3300,3900,400,15
1522,2018-07-22,8200,7500,2000,26
1523,2016-08-27,8300,4300,0,24
1524,2022-08-11,5700,8900,1300,24
1525,2017-07-14,5800,5500,0,20
1526,2013-08-20,4600,6200,0,25
1527,2010-03-06,4800,4300,0,16
1528,2010-03-15,6300,8200,1900,25
1529,2012-07-31,6900,3300,0,22
1530,2014-03-28,2800,4200,0,12
1531,2021-09-01,5100,5100,0,24
1532,2017-11-05,4100,1700,0,12
1533,2021-03-19,4200,5100,0,18
1534,2019-09-03,6200,3900,0,19
1535,2011-07-19,6100,6700,2600,22
1536,2010-11-08,5900,9900,0,31
1537,2019-02-25,1800,6100,0,16
1538,2018-11-01,2400,2400,0,11
1539,2020-02-01,7700,5000,0,25
1540,2020-10-23,8300,7700,3500,25
1541,2013-07-07,9100,5700,0,28
1542,2021-01-08,4200,6800,0,18
1543,2019-01-17,7100,4300,0,19
1544,2011-06-06,5600,4900,700,24
1545,2016-04-29,7300,4900,1500,20
1546,2018-09-19,9500,2500,0,19
1547,2017-05-22,5400,7300,0,20
1548,2012-07-26,5600,4900,0,21
1549,2022-10-03,2300,5800,0,17
1550,2016-10-12,2600,5400,0,15
1551,2011-02-24,3800,7100,1500,22
1552,2014-04-17,4600,5000,0,18
1553,2014-06-13,2100,8000,0,17
1554,2014-05-18,3500,3100,0,15
1555,2021-10-26,5900,6800,1500,23
1556,2013-02-24,4000,8600,1900,23
1557,2022-08-01,4500,5900,0,21
1558,2018-04-24,5700,5600,3400,20
1559,2010-10-19,5800,6400,0,18
1560,2010-01-13,3700,4200,900,17
1561,2011-07-14,6100,6300,2200,24
1562,2010-06-18,4500,3600,1700,15
1563,2016-08-25,4900,6800,1200,24
1564,2017-06-11,5600,6000,600,22
1565,2013-02-07,7000,2200,0,18
1566,2018-09-12,5600,8800,2100,22
1567,2017-01-12,6600,5100,0,22
1568,2010-11-02,3900,8300,0,22
1569,2018-11-06,4800,5900,700,19
1570,2017-06-29,5700,5100,0,18
1571,2017-11-23,6300,3200,0,18
1572,2019-05-03,6400,9100,2300,29
1573,2018-09-26,2800,8000,1100,21
1574,2018-03-11,10800,5700,0,32
1575,2021-12-06,5900,6800,600,22
1576,2014-07-02,8500,3000,0,24
1577,2021-09-30,8000,6700,1200,24
1578,2018-06-22,7100,1900,0,18
1579,2016-09-21,4400,4200,0,17
1580,2016-01-18,1700,4500,0,11
1581,2017-12-03,8500,3800,0,25
1582,2019-07-06,6000,7100,3800,21
1583,2016-05-22,6100,6600,0,23
1584,2018-01-13,5400,7600,1000,23
1585,2015-11-25,6400,2700,1700,16
1586,2021-12-02,3700,2500,0,13
1587,2012-08-25,3100,4800,1500,15
1588,2018-06-29,8700,4100,0,21
1589,2015-06-28,5200,4700,4100,16
1590,2014-02-17,8300,6600,1700,27
1591,2016-01-19,5900,4800,0,19
1592,2020-10-14,6900,6800,1200,25
1593,2021-08-26,7600,5300,1500,24
1594,2010-01-20,6200,4200,0,20
1595,2020-01-07,6200,6200,0,24
1596,2022-04-04,5300,5900,1500,17
1597,2013-08-19,3700,6500,0,18
1598,2020-10-05,5500,2100,0,18
1599,2018-02-13,5100,6700,1900,20
1600,2017-11-12,8400,7700,1300,27
1601,2010-06-29,3400,6100,0,21
1602,2021-02-18,4200,2600,1400,15
1603,2011-03-24,6100,3200,0,18
1604,2016-04-12,6800,5900,0,22
1605,2022-08-24,3200,6700,0,19
1606,2022-05-31,3300,9000,800,22
1607,2018-08-29,9400,4800,0,20
1608,2011-10-25,4200,5400,0,19
1609,2019-08-30,2800,8200,0,23
1610,2018-10-31,5400,4000,0,22
1611,2012-01-04,9900,9000,2200,29
1612,2013-10-04,9000,3400,1500,24
1613,2017-12-26,5600,7000,600,24
1614,2012-08-30,3600,2800,0,14
1615,2021-02-04,6300,4100,0,22
1616,2012-04-21,7900,4500,900,20
1617,2014-07-11,3000,7500,0,25
1618,2022-03-03,7500,5600,800,25
1619,2011-08-21,5300,5000,800,21
1620,2013-10-18,6000,4500,600,20
1621,2015-01-28,6300,3500,800,15
1622,2015-08-31,2800,8700,0,23
1623,2010-03-29,3800,6900,0,20
1624,2022-06-10,5500,6800,0,23
1625,2013-11-22,4500,6800,0,19
1626,2013-05-11,6200,4800,0,19
1627,2014-03-20,500,7200,800,13
1628,2016-02-21,3700,5000,700,17
1629,2016-07-22,5500,5500,1600,21
1630,2016-06-07,4600,4100,900,17
1631,2010-03-31,7800,5800,600,25
1632,2011-12-27,5900,5700,0,24
1633,2010-06-04,2800,5100,0,14
1634,2022-12-02,3600,5700,0,17
1635,2017-12-14,6700,2800,0,18
1636,2011-01-05,5500,4800,0,17
1637,2018-08-04,6300,5200,0,23
1638,2019-04-08,6900,5900,1100,20
1639,2021-02-27,5100,5300,0,20
1640,2012-05-18,4400,4100,500,16
1641,2016-09-22,7500,4100,1200,19
1642,2018-01-07,2900,6900,0,24
1643,2015-05-21,7100,4500,0,23
1644,2019-11-17,5300,6900,0,22
1645,2013-08-07,3900,3800,0,17
1646,2010-09-06,7300,4600,1500,19
1647,2019-07-21,4500,6800,900,21
1648,2012-08-27,4700,5200,0,20
1649,2021-01-02,5300,6200,1600,21
1650,2020-10-16,4300,7700,0,19
1651,2010-02-24,5200,3800,400,16
1652,2015-03-25,5400,4500,0,15
1653,2011-10-29,6500,4300,0,19
1654,2018-10-10,8500,7600,0,30
1655,2019-04-05,1800,3800,0,12
1656,2010-09-09,10200,7200,4300,27
1657,2015-03-13,2700,4300,0,11
1658,2020-05-11,5200,5000,0,21
1659,2010-02-15,5500,3700,0,23
1660,2011-01-25,5800,3700,0,19
1661,2014-11-02,6700,7400,0,25
1662,2021-10-21,3600,2500,0,13
1663,2016-03-26,6800,5400,0,22
1664,2011-09-29,7500,8700,2700,24
1665,2013-07-12,6000,6000,900,19
1666,2021-03-09,5300,2800,0,17
1667,2020-09-15,4800,2900,500,18
1668,2020-01-03,6900,4100,0,19
1669,2013-03-19,3300,5200,700,15
1670,2012-06-20,8000,5000,0,28
1671,2021-10-08,6700,6200,1100,25
1672,2017-06-21,4700,4800,0,20
1673,2018-08-09,6500,5600,0,23
1674,2019-10-30,5500,5100,0,20
1675,2013-10-15,7100,6000,0,26
1676,2020-10-09,6500,4100,0,22
1677,2019-06-13,4100,5100,0,18
1678,2015-05-08,5500,6900,0,24
1679,2012-09-14,7200,4500,800,21
1680,2022-04-27,5400,3800,1300,15
1681,2010-10-25,5500,2500,0,15
1682,2014-04-15,4700,7500,0,22
1683,2011-04-07,2700,5700,0,15
1684,2020-05-27,6800,4600,500,22
1685,2020-12-06,5000,6500,800,21
1686,2012-02-16,4200,3000,0,16
1687,2012-05-26,5900,4800,1400,20
1688,2010-10-04,7400,7700,1600,25
1689,2015-10-20,4800,7600,800,24
1690,2010-06-17,8300,6000,900,25
1691,2020-11-17,5500,7800,0,24
1692,2012-05-12,5800,4300,0,17
1693,2019-07-31,1800,5200,500,19
1694,2019-08-14,6000,4800,1400,18
1695,2018-11-05,4900,5900,1400,20
1696,2015-03-22,4400,5100,0,20
1697,2010-09-08,5400,5700,0,21
1698,2015-11-20,3100,4500,600,16
1699,2021-11-16,3900,2700,0,14
1700,2018-12-28,4600,6500,600,25
1701,2022-04-13,4700,4200,0,18
1702,2019-08-01,5500,4200,1000,17
1703,2015-06-07,7800,8600,0,27
1704,2010-07-30,5500,5000,0,21
1705,2014-01-27,4500,7000,0,18
1706,2022-10-19,6400,4800,0,20
1707,2021-04-02,4300,8500,0,26
1708,2010-07-19,2300,4800,800,15
1709,2016-06-21,5600,9200,0,28
1710,2019-11-10,4200,5800,0,21
1711,2017-06-03,5300,8400,400,24
1712,2010-08-20,6900,8700,0,30
1713,2018-09-02,5900,4200,0,22
1714,2014-07-17,5000,3500,1500,19
1715,2020-10-08,4900,4200,1700,18
1716,2016-03-17,7000,5100,0,21
1717,2021-08-05,8800,3900,0,24
1718,2012-09-13,3200,5500,300,18
1719,2016-04-13,7200,3000,1500,17
1720,2013-03-29,3800,7600,0,20
1721,2022-09-27,5800,6400,1000,26
1722,2011-01-07,5200,3400,0,19
1723,2021-01-23,4500,4800,0,18
1724,2013-06-08,4800,5500,0,22
1725,2012-12-31,7000,3200,600,22
1726,2017-07-20,4400,6800,1000,21
1727,2013-08-30,6000,3600,1200,16
1728,2014-02-16,3200,5600,0,18
1729,2017-09-16,6800,6700,0,28
1730,2015-01-07,7200,3400,0,24
1731,2017-08-14,4700,7200,0,23
1732,2015-05-26,4500,5300,0,21
1733,2012-02-14,4300,6500,0,20
1734,2019-12-27,4200,4100,1100,18
1735,2010-05-07,7600,6100,0,22
1736,2022-06-18,4900,5800,700,22
1737,2021-08-27,8800,3100,0,21
1738,2016-11-08,3800,6800,0,20
1739,2020-05-15,5100,7100,0,22
1740,2017-11-08,3900,4700,0,16
1741,2015-09-23,6300,6400,3100,18
1742,2014-09-22,5300,5700,0,21
1743,2014-11-20,5200,3500,0,14
1744,2018-11-10,6200,7800,1800,22
1745,2011-02-23,5800,5000,0,18
1746,2013-01-31,2600,5000,0,17
1747,2021-06-13,1300,7900,0,17
1748,2011-09-08,3000,8200,0,18
1749,2011-07-26,6500,6600,0,23
1750,2020-06-16,2400,4800,0,16
1751,2012-10-25,4100,6900,0,19
1752,2010-07-22,4000,5900,1300,18
1753,2020-12-24,3900,4400,0,19
1754,2011-02-28,7700,5300,1100,23
1755,2015-06-08,4200,4500,0,16
1756,2020-12-28,5700,7600,0,25
1757,2013-02-26,4700,3700,1000,17
1758,2018-08-18,5400,4200,0,20
1759,2019-03-12,4800,5800,0,22
1760,2015-12-06,2800,6900,0,17
1761,2018-05-03,5700,5700,0,22
1762,2010-06-30,9300,4300,0,28
1763,2017-07-15,10200,6200,0,31
1764,2018-08-08,4800,5600,0,20
1765,2020-08-18,6000,4200,1300,16
1766,2015-05-09,3500,1200,0,10
1767,2020-05-25,6300,5800,1800,23
1768,2018-02-28,7400,5900,800,21
1769,2012-09-09,3700,7800,1200,20
1770,2020-08-24,7100,4500,0,25
1771,2021-01-22,5400,5600,2700,19
1772,2018-03-14,2700,2000,0,12
1773,2022-05-16,5400,7800,0,27
1774,2021-05-29,4800,1400,600,13
1775,2019-03-26,6100,7600,300,24
1776,2018-06-03,4600,3600,1100,16
1777,2016-07-02,5200,8100,0,24
1778,2016-02-19,5800,6200,0,26
1779,2019-05-02,6400,5100,0,20
1780,2018-07-31,6800,4200,1800,21
1781,2013-09-02,3400,2500,0,15
1782,2014-01-28,7100,6200,2200,24
1783,2014-02-25,6600,3200,0,18
1784,2018-05-06,6700,3200,1100,18
1785,2016-07-26,4500,7000,0,24
1786,2021-07-23,4500,4800,1100,18
1787,2012-05-23,6200,2800,0,14
1788,2015-11-24,3700,3300,0,15
1789,2014-07-30,7300,8900,1100,27
1790,2015-02-03,5500,6300,1400,18
1791,2012-07-23,5300,3700,700,19
1792,2011-06-09,4500,4100,0,20
1793,2013-11-10,7900,4100,1300,26
1794,2012-05-13,4400,8200,2700,21
1795,2015-07-12,5800,3900,0,16
1796,2010-02-27,900,4100,0,10
1797,2015-02-19,5200,5300,0,22
1798,2011-12-26,4400,8200,2400,24
1799,2011-07-24,5700,6000,200,23
1800,2018-10-02,4700,7200,1100,20
1801,2012-08-06,5500,3300,1300,18
1802,2012-06-27,5800,2600,0,17
1803,2012-12-13,4400,7700,800,19
1804,2018-02-11,8700,3600,0,19
1805,2018-10-22,4100,6100,0,22
1806,2011-06-08,7600,7800,800,26
1807,2022-10-18,3600,4800,1500,13
1808,2013-07-18,6300,8400,0,23
1809,2013-04-19,7500,7500,0,28
1810,2020-02-13,4800,6000,2700,23
1811,2018-11-20,5500,5500,1300,19
1812,2016-11-25,4900,6100,1300,21
1813,2011-02-07,7700,6500,0,24
1814,2012-10-22,6100,4100,0,21
1815,2014-08-12,3600,4200,1000,18
1816,2012-12-05,5400,4300,1000,18
1817,2012-10-16,2500,7500,0,18
1818,2016-07-09,2800,4400,0,15
1819,2012-01-22,3100,5900,0,19
1820,2018-09-10,9100,5500,800,26
1821,2011-05-03,5000,3100,600,17
1822,2019-10-24,7300,4300,4300,20
1823,2014-01-17,4400,6900,1500,22
1824,2018-08-20,5800,4700,0,23
1825,2020-08-21,3300,7300,0,20
1826,2013-01-16,5900,5600,1500,22
1827,2018-07-11,4900,6700,0,19
1828,2010-07-11,7800,3400,0,21
1829,2014-10-12,7100,4000,1400,19
1830,2020-01-17,6100,4300,1200,20
1831,2021-03-10,5200,5500,0,23
1832,2021-12-01,6000,4300,0,23
1833,2018-03-15,4500,7400,800,21
1834,2014-04-01,5500,3800,0,21
1835,2010-09-11,6800,5600,0,24
1836,2014-01-13,3300,4300,1200,14
1837,2012-08-03,4200,9500,1500,23
1838,2021-03-14,6800,2400,0,14
1839,2022-10-22,3500,3000,1200,13
1840,2022-02-10,8800,8600,5200,30
1841,2010-06-26,1400,8000,800,19
1842,2013-09-17,5600,4700,0,20
1843,2020-08-11,4600,6100,0,22
1844,2021-06-19,6500,7600,0,21
1845,2014-11-09,8700,7300,0,25
1846,2011-03-01,11500,4200,0,22
1847,2017-02-06,6800,2900,0,21
1848,2013-01-04,3800,6500,0,19
1849,2011-01-08,6000,4500,1200,19
1850,2015-08-21,8000,6300,1300,27
1851,2011-09-15,3000,5500,1800,15
1852,2019-02-10,4600,5700,0,18
1853,2012-03-09,5800,6100,0,18
1854,2022-01-10,5400,5900,0,23
1855,2011-02-03,9200,6000,0,25
1856,2011-12-25,6700,5800,1100,21
1857,2012-07-12,5200,4000,0,19
1858,2021-12-07,5800,5300,0,26
1859,2018-07-14,6400,5200,0,21
1860,2014-06-29,3700,3800,1000,15
1861,2018-12-12,4700,8800,0,25
1862,2021-04-21,4600,4600,0,19
1863,2020-01-30,5400,6000,900,24
1864,2017-05-16,2300,4300,0,13
1865,2011-05-31,6200,2100,0,16
1866,2011-02-19,2500,6100,0,17
1867,2016-07-03,5500,1500,1400,13
1868,2010-01-21,4800,7700,0,25
1869,2015-07-06,9200,3500,0,22
1870,2021-05-04,5800,4200,2700,17
1871,2014-02-03,4300,5800,1200,17
1872,2015-08-25,8500,6000,1100,28
1873,2013-05-15,7900,5500,1700,23
1874,2012-01-21,3200,2700,1000,14
1875,2011-06-29,5100,4600,0,19
1876,2019-01-03,3400,2500,0,14
1877,2021-09-13,7300,8400,0,28
1878,2013-08-15,4600,4300,0,19
1879,2018-08-30,2600,6000,600,18
1880,2013-10-02,3300,4900,0,21
1881,2011-10-08,2200,4200,1500,16
1882,2021-01-26,7000,4000,400,21
1883,2017-04-08,5000,8000,1700,20
1884,2020-12-22,5300,4800,1100,21
1885,2015-10-18,6000,7100,0,24
1886,2020-02-21,4100,4800,900,15
1887,2012-10-01,7400,5500,0,21
1888,2013-07-05,7700,3100,0,22
1889,2021-02-24,3200,9200,0,25
1890,2020-10-03,4300,3700,300,20
1891,2020-05-01,6800,5300,0,22
1892,2016-06-15,5800,4500,500,18
1893,2016-04-08,6200,6500,0,27
1894,2018-01-24,7600,2400,1000,19
1895,2012-05-02,3600,1800,0,14
1896,2015-08-10,4400,5300,0,18
1897,2019-02-11,4800,5600,0,20
1898,2012-09-10,8600,6600,1300,25
1899,2018-04-10,3700,6400,700,18
1900,2016-11-19,6000,8300,0,24
1901,2011-02-08,8800,6200,0,27
1902,2010-03-25,4700,4500,0,23
1903,2015-06-13,5100,5100,0,22
1904,2019-07-08,5900,2800,0,21
1905,2022-04-10,5300,5500,0,21
1906,2010-04-01,6200,3500,0,20
1907,2022-11-24,8100,7900,3700,24
1908,2011-11-03,5900,5400,0,19
1909,2018-07-09,7000,5900,0,26
1910,2021-08-13,4500,4900,0,17
1911,2019-09-13,6000,7300,0,25
1912,2020-02-27,2900,5900,1000,20
1913,2020-10-26,8000,5100,0,23
1914,2014-10-14,5900,8500,1400,23
1915,2011-01-13,8300,5000,0,25
1916,2021-06-25,3300,5800,500,16
1917,2020-10-11,7200,6500,600,23
1918,2015-03-07,6000,6700,2400,21
1919,2015-09-14,2000,5500,0,19
1920,2015-04-10,3700,4700,0,18
1921,2021-11-28,5600,2900,700,16
1922,2020-12-15,3300,7800,0,23
1923,2022-09-15,4700,2900,0,17
1924,2011-03-17,5100,6500,700,20
1925,2011-02-05,5500,5900,1600,19
1926,2010-06-01,6600,11300,0,30
1927,2021-12-14,7200,5100,1000,24
1928,2019-03-20,5800,5500,3600,19
1929,2022-11-01,2700,4600,0,14
1930,2021-02-21,5900,3800,0,18
1931,2011-08-16,5200,7500,0,26
1932,2021-07-21,5000,7600,2600,20
1933,2015-12-09,6100,3900,400,19
1934,2018-09-28,4700,9400,3700,24
1935,2012-03-15,7000,5500,3200,24
1936,2020-06-14,6200,3600,1100,20
1937,2013-09-09,5800,7300,0,25
1938,2020-09-17,3800,5400,800,17
1939,2021-08-31,3200,3800,0,18
1940,2014-11-10,4500,3200,0,14
1941,2015-12-15,1500,4300,0,11
1942,2014-11-29,6100,4700,300,21
1943,2015-02-25,9500,5200,1400,27
1944,2011-08-11,4500,3500,0,19
1945,2014-12-20,4300,10700,1500,23
1946,2019-08-29,6000,6800,900,26
1947,2014-12-08,7500,3400,0,19
1948,2014-12-07,4900,7000,0,23
1949,2022-01-25,5700,3100,0,22
1950,2014-12-23,5200,5900,0,21
1951,2010-01-16,5400,6000,3600,16
1952,2018-11-11,4300,5100,700,18
1953,2014-01-06,4300,1900,0,12
1954,2018-09-01,5600,7000,0,21
1955,2013-01-30,3800,9000,600,28
1956,2015-01-18,5700,2200,0,13
1957,2011-07-29,7100,2400,600,21
1958,2017-02-15,4800,3300,0,19
1959,2014-07-16,5600,3000,3200,12
1960,2013-03-14,6700,500,0,14
1961,2021-07-15,5500,3100,0,16
1962,2012-02-15,6400,4100,1300,19
1963,2015-01-11,7400,5000,700,20
1964,2016-06-02,4400,3600,1200,12
1965,2021-08-19,6000,5200,1000,19
1966,2014-01-15,6900,6900,800,25
1967,2019-01-27,5600,6100,800,20
1968,2019-11-18,6200,4600,2500,17
1969,2011-10-27,5200,3500,2400,16
1970,2010-11-23,5500,4600,800,21
1971,2020-04-16,1600,2600,0,12
1972,2021-01-07,4800,5700,600,21
1973,2015-08-22,3700,7700,700,21
1974,2019-07-24,5700,3700,0,19
1975,2015-03-08,4800,7500,1400,21
1976,2018-10-03,6700,4200,0,22
1977,2014-03-11,6300,4900,1700,21
1978,2012-04-04,4700,7400,2200,21
1979,2013-09-14,5800,5200,0,25
1980,2022-10-01,5800,6000,1600,20
1981,2021-04-07,8000,7300,3900,26
1982,2015-05-25,8800,6900,0,25
1983,2011-11-02,5000,6100,0,23
1984,2013-11-08,7500,7800,2500,24
1985,2015-12-05,9800,3600,1000,21
1986,2016-06-28,6400,5800,0,25
1987,2015-10-29,4600,7200,1000,21
1988,2014-01-21,8200,3800,500,22
1989,2013-01-25,2600,4000,800,14
1990,2013-01-10,10700,3600,0,26
1991,2012-05-10,4500,7600,1000,23
1992,2012-08-20,6100,6200,1000,24
1993,2016-06-26,6100,3600,0,18
1994,2019-10-29,3400,4400,800,13
1995,2015-06-19,4700,2700,0,19
1996,2013-01-19,3900,6700,0,24
1997,2011-04-03,4600,4100,0,17
1998,2016-01-09,6900,5400,1100,20
1999,2015-11-10,5100,6100,0,24
2000,2016-10-16,6300,6100,0,23
2001,2012-08-02,8200,3700,1100,19
2002,2016-05-18,2200,10300,0,22
2003,2011-11-06,6300,4300,1100,17
2004,2019-12-13,5700,7200,2600,21
2005,2020-06-30,5400,2700,0,17
2006,2020-11-05,4800,5400,2700,17
2007,2017-11-11,7000,8500,0,27
2008,2014-03-21,5200,5900,0,21
2009,2018-01-25,4900,3200,0,14
2010,2016-06-01,3900,9400,2900,21
2011,2020-01-05,7000,4400,0,23
2012,2021-01-28,4100,2600,0,13
2013,2012-03-10,8900,5000,2800,24
2014,2021-09-24,5100,3500,700,20
2015,2012-03-29,6900,5800,1600,20
2016,2013-12-25,5000,5200,0,18
2017,2012-09-23,8400,6200,1600,28
2018,2015-07-08,7000,4300,1200,23
2019,2022-05-02,4800,4300,0,19
2020,2020-07-20,1300,7100,0,19
2021,2018-08-31,6700,7400,2200,26
2022,2022-10-09,4600,6000,1300,19
2023,2019-06-08,4400,5500,0,17
2024,2021-09-10,4300,4600,0,17
2025,2018-01-21,2900,4500,0,13
2026,2021-10-03,4900,6200,0,24
2027,2018-01-14,5000,4500,0,16
2028,2014-04-29,5500,6000,0,22
2029,2015-11-14,4100,4100,0,17
2030,2016-05-03,5400,6500,800,21
2031,2015-09-30,1600,3000,0,12
2032,2021-11-08,2500,7700,0,22
2033,2015-08-27,8500,13500,1900,35
2034,2013-11-06,4200,6200,1200,20
2035,2019-04-12,4800,4400,0,17
2036,2013-02-16,3600,7400,900,22
2037,2015-09-18,6000,4200,0,19
2038,2016-10-30,8300,4400,700,25
2039,2015-12-20,6900,6300,3800,23
2040,2016-07-19,5000,9700,0,25
2041,2021-11-10,5000,2700,0,14
2042,2020-08-12,5600,5800,1200,22
2043,2022-07-08,4200,3100,0,16
2044,2017-09-17,2900,6300,0,20
2045,2021-12-12,4100,3700,1000,14
2046,2013-02-25,5400,2400,1400,12
2047,2017-03-03,5600,6900,0,20
2048,2019-09-28,700,7500,1000,16
2049,2011-08-18,4300,5900,2000,20
2050,2018-09-21,5600,4800,0,19
2051,2012-03-20,6500,4800,0,19
2052,2014-12-31,6600,4800,0,23
2053,2011-01-21,4800,5700,1400,20
2054,2014-08-29,3700,4800,0,17
2055,2013-07-30,6500,5200,2200,20
2056,2012-04-16,4000,7200,1800,17
2057,2022-08-27,7800,7000,0,22
2058,2021-02-06,700,3500,0,13
2059,2018-03-29,5000,8000,1600,22
2060,2021-09-15,5400,4000,0,17
2061,2018-01-02,2800,7700,800,19
2062,2016-05-09,5300,3000,0,20
2063,2013-12-08,4800,2800,1400,15
2064,2022-08-20,7600,2100,0,17
2065,2019-10-04,6300,2200,0,17
2066,2018-06-27,4700,5900,0,21
2067,2011-06-14,8100,4400,600,26
2068,2011-08-06,4500,4300,700,17
2069,2012-01-18,6200,4100,0,20
2070,2015-09-16,4600,5000,2200,19
2071,2016-08-15,10000,3900,0,24
2072,2020-10-29,4600,3900,0,20
2073,2015-01-13,4300,5100,1000,20
2074,2018-01-11,8600,3900,0,24
2075,2022-06-27,6000,3600,500,17
2076,2013-04-18,4700,5000,200,20
2077,2015-03-26,8100,7700,2300,25
2078,2019-05-21,9300,5400,1400,27
2079,2014-06-19,3700,8700,0,22
2080,2020-02-09,7000,5900,0,21
2081,2014-04-13,1900,3400,0,11
2082,2018-07-01,5900,6200,2500,24
2083,2021-07-08,4000,8200,0,24
2084,2022-06-01,2700,7400,0,19
2085,2013-11-05,7600,6800,0,28
2086,2012-01-24,4600,4800,1700,15
2087,2020-08-23,3800,8500,2300,20
2088,2017-06-26,3300,2300,0,13
2089,2012-03-30,7200,2500,2000,17
2090,2011-05-23,6900,4000,0,21
2091,2016-01-28,4700,5500,0,21
2092,2010-07-21,4000,5500,0,21
2093,2019-09-30,6100,5700,0,23
2094,2010-09-03,4900,7500,0,20
2095,2016-07-28,4400,5600,0,21
2096,2013-12-14,3800,6900,700,19
2097,2022-03-26,9000,4500,3000,24
2098,2011-12-30,10800,5700,0,29
2099,2022-11-05,5900,7500,0,24
2100,2012-06-14,9000,3900,700,28
2101,2013-06-12,4600,4200,0,14
2102,2011-03-31,7700,5900,0,22
2103,2013-04-08,8000,4300,3400,18
2104,2016-08-21,2000,1400,0,12
2105,2015-11-18,3800,2200,0,18
2106,2020-01-14,10900,4300,1700,24
2107,2011-06-18,7600,7100,1100,26
2108,2016-09-30,5900,7700,600,24
2109,2021-02-14,4200,5700,0,22
2110,2015-09-26,3100,4400,0,18
2111,2011-05-19,4800,8800,0,26
2112,2012-07-15,3900,6000,900,20
2113,2022-02-14,10000,3900,300,25
2114,2010-08-18,3900,8100,1800,23
2115,2014-05-19,3800,5500,900,16
